Uuid,Void/Retire,Short name:en,Fully specified name:en,Fully specified name:fr,Data class,Data Type,Members,_version:1,_order:500
0226a1ab-e309-45a9-8441-c96eb832a9a90226a1ab-e309-45a9-8441-c96eb832a9a90226a1ab-e309-45a9-8441-c96eb832a9a9,,,,AmoxycillineAmoxycillineAmoxycilline,Drug,,,,
04bccff8-5eb8-48f9-9c46-288f51db7815,,,,Gants Propres (D'examen),Drug,,,,
097e7732-0f89-45ca-8645-7acf7b59b47e,,,,Clarithromycine,Drug,,,,
10273712-fb64-4f5d-9a5c-6f9a0edee6db,,,,Miconazole,Drug,,,,
146de59a-3f41-4490-81e3-369adb319a25,,,,Algesal,Drug,,,,
16ae3c20-e011-45cc-b3a9-0a9949b8c33016ae3c20-e011-45cc-b3a9-0a9949b8c330,,,,DomperidoneDomperidone,Drug,,,,
17ba902f-520c-4d4f-b59c-cdbc6cc201ed,,,,Diclofenac Retard,Drug,,,,
1ab4716b-5c5d-4f8f-805e-7dd110685fc4,,,,Duphalac,Drug,,,,
1ababa54-1688-4960-ab7e-16e2ebe8f0e0,,,,Physiodose,Drug,,,,
1c9b40b1-11c0-4c03-9217-138a0fc51b051c9b40b1-11c0-4c03-9217-138a0fc51b05,,,,CetirizineCetirizine,Drug,,,,
1cab286c-9b37-4f57-b777-7aabafc245ed1cab286c-9b37-4f57-b777-7aabafc245ed,,,,ClavoxClavox,Drug,,,,
1e957e6e-f4d3-48e5-a370-ebb2b5206010,,,,Dexacin,Drug,,,,
1edc8594-b7c8-42ae-a807-f2bcb63d8cf2,,,,Gynagon,Drug,,,,
221d36c9-1da3-4fb6-b35f-a4469a097d81221d36c9-1da3-4fb6-b35f-a4469a097d81221d36c9-1da3-4fb6-b35f-a4469a097d81,,,,Seringue A InsulineSeringue A InsulineSeringue A Insuline,Drug,,,,
2267df88-36bd-492a-896e-802019ad9f52,,,,Dynamogen,Drug,,,,
234a7ca8-a2b2-4b2d-a6e1-d33811677ad1,,,,Astaph,Drug,,,,
246cb712-14a8-4134-8137-a8a1ffc68ab6,,,,Gentamycine,Drug,,,,
24c23902-3e13-42e8-a1ac-55ab17515932,,,,Erythromycine,Drug,,,,
24f3f7b6-57f7-46d5-93f7-447baab90892,,,,Diazepam,Drug,,,,
26c76dc2-1c83-46b1-a0e3-030143ea5f3b26c76dc2-1c83-46b1-a0e3-030143ea5f3b,,,,FercefolFercefol,Drug,,,,
29c5792a-7ee4-445c-8047-e3f1272a250e,,,,Neomdexsol,Drug,,,,
2a09468a-420e-4fb0-97ac-e4eb909a824d,,,,Seringue A Uu,Drug,,,,
2a53e6a9-f7bd-40ba-85be-79f5b781db8b,,,,Clofains,Drug,,,,
302c95e9-6b5a-4e78-8abd-0c0020ac82ca,,,,Neo-Medrol Acne,Drug,,,,
32ef6748-392e-4b84-bcbe-87533c7b8eb932ef6748-392e-4b84-bcbe-87533c7b8eb9,,,,KetoconazoleKetoconazole,Drug,,,,
330d65a6-6c69-4d90-b240-660c49c4e6a0,,,,Sekisan,Drug,,,,
340d03d3-41d5-4fd2-bcc5-7f1ddd6ca132,,,,Loaktan-H,Drug,,,,
37407377-8d5b-43e5-8381-2ad4cdf6647637407377-8d5b-43e5-8381-2ad4cdf66476,,,,Candid V3Candid V6,Drug,,,,
3742633c-53e1-4768-8803-f5432bd148743742633c-53e1-4768-8803-f5432bd14874,,,,DeslovaDeslova,Drug,,,,
3914ff09-86b3-40c7-8136-8c4688ca3d95,,,,Bronchathiol Adulte,Drug,,,,
3cab8ce9-08b3-488e-b228-342459094c36,,,,Penicilline V,Drug,,,,
447f6159-e08b-4038-a85e-a58fd5f4b30a447f6159-e08b-4038-a85e-a58fd5f4b30a,,,,FlucazolFlucazol,Drug,,,,
449a8ef4-b8e2-45c9-aa65-ffad4c014b28449a8ef4-b8e2-45c9-aa65-ffad4c014b28,,,,Bande OmbilicaleBande Ombilicale Somos Bb,Drug,,,,
452c2e6c-55a0-426e-92da-c07cd6e08ea7,,,,Montelova Adulte,Drug,,,,
49cde2eb-eab1-4332-a50c-6b7a1ca9a5d0,,,,Metronidazole,Drug,,,,
4ade259f-301f-47a9-b0d1-67de7a39a4f6,,,,Centacid,Drug,,,,
4f695bfa-6680-4506-be60-e946a1692942,,,,Eau Pour Preparation Injectable,Drug,,,,
51649f0a-1125-4309-9e8a-76cfdb1fdabe,,,,Decontractyl,Drug,,,,
52ec7852-20a6-4cf9-b9c7-770c3b9ead46,,,,Smecta,Drug,,,,
54ff0bee-7e46-4505-8cf4-c4e496b0ef5d54ff0bee-7e46-4505-8cf4-c4e496b0ef5d,,,,MultivitamineMultivitamine,Drug,,,,
59ae2246-7507-45d9-8b99-490214fb5e60,,,,Haloperidol,Drug,,,,
633a3221-c223-44d8-9570-63792d05daf7,,,,Aminophilline,Drug,,,,
63b311d2-e387-4f42-a854-698277b61962,,,,Difenasol,Drug,,,,
63ece53b-665c-4073-92c3-1a590839d426,,,,Celestene,Drug,,,,
65844a16-9c34-4d09-9871-3132902791b8,,,,Benzoate De Benzyl,Drug,,,,
65aaa14d-dc92-4fbd-a372-5f375748ff36,,,,Aceclofenac,Drug,,,,
6893cea3-abdb-427a-aa0f-6777c0c96d5b,,,,Dafrazol,Drug,,,,
6bbc2e64-93c5-4b49-8a88-c08d599c17906bbc2e64-93c5-4b49-8a88-c08d599c1790,,,,ParacetamolParacetamol,Drug,,,,
6bd80586-cfcd-4b62-bb06-71af6c319828,,,,Nifedipine,Drug,,,,
6c040a93-e1b0-4204-8102-b394b2348baa,,,,Duphaston,Drug,,,,
705e7e3e-20cc-4e49-971a-094493ea1280,,,,Nucleo Cmp,Drug,,,,
71b19405-ff67-4342-921d-f349c843aee8,,,,Cefixime,Drug,,,,
72176e73-a867-40ca-a4de-959d72771170,,,,Cardiurine,Drug,,,,
74b91d93-848d-4ad3-bcea-b3e60e67a70e,,,,Flexdol,Drug,,,,
74c5c54c-acb8-4367-a5ae-94a871343b2e,,,,Carbamazepine,Drug,,,,
768b3ba7-cbc2-435e-8e07-a7a22ae60eaa768b3ba7-cbc2-435e-8e07-a7a22ae60eaa,,,,CloxacillineCloxacilline,Drug,,,,
76c7efd7-b006-48ae-b175-98e4b0f0d0ad76c7efd7-b006-48ae-b175-98e4b0f0d0ad,,,,DermobacterDermobacter,Drug,,,,
7c5a4feb-be7e-4345-ab11-b68e7f3bdf02,,,,Antalgex,Drug,,,,
7dae1df6-c6e0-45cc-8e19-fffdaca96864,,,,Eau Oxygene,Drug,,,,
803032a6-5239-4588-b647-0eb6a43af9f8,,,,Duspatalin,Drug,,,,
860204a4-7037-4b33-bec3-158d97c7a6fd,,,,Diagone,Drug,,,,
874780fa-df46-41d9-b647-b9e0a5e8c3e8874780fa-df46-41d9-b647-b9e0a5e8c3e8,,,,DepakineDepakine,Drug,,,,
88dbf64e-176f-4813-aa24-78d78bd9a8ec,,,,Bande Platree,Drug,,,,
8bcd9dea-5d8d-405a-b2e4-44d67bce5b74,,,,Potenciator,Drug,,,,
8e76646e-97f0-48af-91aa-93cd430107d8,,,,Echographie,Drug,,,,
8fda93e2-1308-4799-92a1-0a8eb626836e,,,,Captopril,Drug,,,,
911c7a6d-54fc-4a60-8f3d-09445cf767b9,,,,Compresses,Drug,,,,
965a0789-6427-4601-aa91-622fd4f97993,,,,Flacons Vides,Drug,,,,
96dd7ad4-c334-4207-9aa2-41b9caadf499,,,,Neurotin,Drug,,,,
9dcdd55f-511c-4fb5-88e0-748a54f90b5e,,,,Ataktan,Drug,,,,
9f67aca1-78fb-404a-b59b-25cc1481c9f1,,,,Dicynone,Drug,,,,
a0e3bb47-25c4-4802-80db-e1c556f354c2a0e3bb47-25c4-4802-80db-e1c556f354c2a0e3bb47-25c4-4802-80db-e1c556f354c2a0e3bb47-25c4-4802-80db-e1c556f354c2a0e3bb47-25c4-4802-80db-e1c556f354c2,,,,CatheterCatheterCatheterCatheterCatheter,Drug,,,,
a1a9b6f1-e052-406a-96eb-59f1b38ccb04,,,,Exxib,Drug,,,,
a3694245-e6b0-478c-b2ea-567d20d6c4c0a3694245-e6b0-478c-b2ea-567d20d6c4c0,,,,AcefenAcefen,Drug,,,,
a68d68cd-bad1-4421-9d1d-0ee12af189e4,,,,Optadex-N,Drug,,,,
a777f674-c4be-49e6-8e44-30de53130e04,,,,Doxy,Drug,,,,
a7c55603-1cfc-4d1d-b7e6-8816777dce0da7c55603-1cfc-4d1d-b7e6-8816777dce0da7c55603-1cfc-4d1d-b7e6-8816777dce0da7c55603-1cfc-4d1d-b7e6-8816777dce0d,,,,Seringue A U USeringue A U USeringue A U USeringue A U U,Drug,,,,
ab255088-2240-4d43-b31e-872875c83c57,,,,Esomeprazole,Drug,,,,
ab33ef67-4951-449d-977e-4dcde91072aeab33ef67-4951-449d-977e-4dcde91072ae,,,,SalbutamolSalbutamol,Drug,,,,
aebd1589-8e0e-4ece-8d5d-d6e2c7b42b86aebd1589-8e0e-4ece-8d5d-d6e2c7b42b86,,,,ChlorpheniramineChlorpheniramine,Drug,,,,
af5de4c3-7e19-49f0-88a0-81b68c695780,,,,Nystatine,Drug,,,,
b0a38ca1-6c39-4085-a581-2a65679d6316,,,,Efferalgan,Drug,,,,
b199defe-eae6-48b8-ae99-0c5da83709b2,,,,Polyginax,Drug,,,,
b2139ab6-64c8-4523-9e48-0c4785447f77,,,,Ac Fenac,Drug,,,,
b31f03ee-4bc6-4415-95f2-c4d22feb5f64b31f03ee-4bc6-4415-95f2-c4d22feb5f64,,,,CiprofloxacineCiprofloxacine,Drug,,,,
b41a5822-dd01-4dd0-b8fd-11705b5787f1,,,,Omeprazol,Drug,,,,
b4f00f06-5b9f-4b5d-b075-503cee5a0214,,,,Glucophage,Drug,,,,
b6e4441b-cdaa-4b48-917e-874bfd3ca0cd,,,,Metformin Denk,Drug,,,,
bdb85cd5-8f4a-4849-803a-743ba0c4ffe3,,,,Incision D'abces Chaud,Drug,,,,
d0090153-0028-4abc-8376-90fd429834ee,,,,Floxsol,Drug,,,,
d3bcb296-092a-4131-acc3-aa8bee38134c,,,,Vaccinostyle,Drug,,,,
d475b5ae-69f3-4101-a495-9a4cb3e2dfb8,,,,Flacon Selle,Drug,,,,
d4914fb1-7055-448b-a7cb-10c31ac97baed4914fb1-7055-448b-a7cb-10c31ac97bae,,,,QuinineQuinine,Drug,,,,
d5454953-7749-4122-a2f5-ee6f62fb1bbd,,,,Betadine,Drug,,,,
d5e5d6cb-21d9-41ac-94ab-72b343e7b01fd5e5d6cb-21d9-41ac-94ab-72b343e7b01f,,,,AlbendazoleAlbendazole,Drug,,,,
d7560e6c-5b00-48c4-9780-797e8fabcf07d7560e6c-5b00-48c4-9780-797e8fabcf07,,,,ChloramphenicolChloramphenicol,Drug,,,,
db3bd71d-7d56-4608-b5c0-313921b20c30,,,,Gamalate,Drug,,,,
dee19bbd-62cb-41a7-8a38-993797b279a9dee19bbd-62cb-41a7-8a38-993797b279a9,,,,Kemoxyl+FKemoxyl+F,Drug,,,,
dfc73461-877f-493f-9860-5a0386fcf47c,,,,Bande Velpeau (De Crepe),Drug,,,,
e510f426-4542-4390-bd4d-02f45ee8afab,,,,Aminosidine,Drug,,,,
e8fbee24-c8a6-4839-8fde-19301a41ed8be8fbee24-c8a6-4839-8fde-19301a41ed8be8fbee24-c8a6-4839-8fde-19301a41ed8b,,,,FucidineFucidineFucidine,Drug,,,,
ec4b40fd-3731-4a62-a9d4-d1d0088c9cae,,,,Ibuprofen Denk,Drug,,,,
ec7c54eb-12b9-4422-ac64-70c56dc2874c,,,,Diclofenac Pde Dermique,Drug,,,,
ed506047-203e-4308-b09f-dc917803fefb,,,,Desloratadine,Drug,,,,
efac53bc-0e6f-4efa-b3e5-a93372acbf7f,,,,Ibuprofen,Drug,,,,
f353d667-39c2-49dd-9999-7cce7166c6dd,,,,Loaktan,Drug,,,,
fd522865-e8ac-4885-9069-4c8d3160aaa9fd522865-e8ac-4885-9069-4c8d3160aaa9,,,,AzithromycineAzithromycine,Drug,,,,
fd6f68e5-4d26-452b-b678-75feb7db95b0fd6f68e5-4d26-452b-b678-75feb7db95b0fd6f68e5-4d26-452b-b678-75feb7db95b0,,,,Bande De VelpeauBande De VelpeauBande De Velpeau,Drug,,,,
fe987914-2918-442b-9268-9bf5a58dfffc,,,,Aerius,Drug,,,,
ffa0fa48-45d7-4959-b751-f216692e8d99,,,,Cotrimoxazole,Drug,,,,
